id,dia,horario,texto_original,texto_limpo,sentimento,prob_positivo,prob_negativo,prob_neutro,likes,retweets
2056545163451699261,18/05/2026,22:19,"Gosto  do Walcyr, da Claudia que um texto limpo e inteligente. Mas pesaram na estreia #QuemAmaCuida","Gosto do Walcyr, da Claudia que um texto limpo e inteligente. Mas pesaram na estreia",POS,0.6069,0.2617,0.1315,0,0
2056545157063807402,18/05/2026,22:19,"Sacanagem escalar o jesuíta pra morrer no primeiro capítulo 

#QuemAmaCuida",Sacanagem escalar o jesuíta pra morrer no primeiro capítulo,NEG,0.0054,0.9869,0.0077,0,0
2056545155860050062,18/05/2026,22:19,O personagem do Antônio Fagundes igual aquele dele em bom sucesso #QuemAmaCuida,O personagem do Antônio Fagundes igual aquele dele em bom sucesso,NEU,0.089,0.0341,0.8769,0,0
2056545152240410789,18/05/2026,22:19,"Se o Arthur não fosse morrer iríamos ficar contra ele e a favor da Pilar
 #QuemAmaCuida",Se o Arthur não fosse morrer iríamos ficar contra ele e a favor da Pilar,NEG,0.0174,0.7742,0.2084,0,0
2056545146603254199,18/05/2026,22:19,"Não acredito q ela vai perdeu o marido , ela toda felizinha no começo #QuemAmaCuida https://t.co/pPQFzWw5VR","Não acredito q ela vai perdeu o marido , ela toda felizinha no começo",NEG,0.0085,0.9641,0.0274,1,0
2056545145009385575,18/05/2026,22:19,"Que cenaaaa. 
Pilar eu acho que vou te amar #QuemAmaCuida",Que cenaaaa. Pilar eu acho que vou te amar,POS,0.9806,0.0041,0.0153,0,0
2056545134477443563,18/05/2026,22:19,"to gostando da vilã Pilar, to achando má  #QuemAmaCuida https://t.co/k5ZD86DU2s","to gostando da vilã Pilar, to achando má",NEG,0.0489,0.7593,0.1918,9,2
2056545132912996377,18/05/2026,22:19,"Cabelo tá parecendo uma peruca,kkk
#QuemAmaCuida","Cabelo tá parecendo uma peruca,kkk",NEU,0.0454,0.4426,0.512,0,0
2056545131122053343,18/05/2026,22:19,"Tony é tão precioso né e mais um 
troféu tão seu! #QuemAmaCuida",Tony é tão precioso né e mais um troféu tão seu!,POS,0.9315,0.0135,0.055,0,0
2056545130656543019,18/05/2026,22:19,"meu deus tá parecendo cena do titanic

#QuemAmaCuida  https://t.co/ARAlhMX5US",meu deus tá parecendo cena do titanic,NEG,0.052,0.7861,0.1619,1,0
2056545129905689026,18/05/2026,22:19,"Pode fazer mais mil vilãs, Isabel Teixeira, eu apoio #QuemAmaCuida","Pode fazer mais mil vilãs, Isabel Teixeira, eu apoio",POS,0.8361,0.0387,0.1252,22,3
2056545128982958270,18/05/2026,22:19,Mano que olhar emocionante que ator #Quemamacuida,Mano que olhar emocionante que ator,POS,0.9886,0.0033,0.0081,0,0
2056545127170986301,18/05/2026,22:19,"Esses diálogos da Pilar com o Arthur estão expondo tanta coisa por segundo que fica difícil até acompanhar. É marido que abandonou com dividas, filho desaparecido no Himalaia, infância pobre, mágoas, ameaças... #QuemAmaCuida","Esses diálogos da Pilar com o Arthur estão expondo tanta coisa por segundo que fica difícil até acompanhar. É marido que abandonou com dividas, filho desaparecido no Himalaia, infância pobre, mágoas, ameaças...",NEG,0.0107,0.9495,0.0398,22,0
2056545124528673268,18/05/2026,22:19,tony ramos primeiro ator do mundo #QuemAmaCuida https://t.co/vfWC8L1eEx,tony ramos primeiro ator do mundo,POS,0.6173,0.0177,0.365,22,8
2056545120632099249,18/05/2026,22:19,"#QuemAmaCuida com 19 pontos em São Paulo

Povo na aguenta esse chavão não",com 19 pontos em São Paulo Povo na aguenta esse chavão não,NEG,0.0132,0.9413,0.0454,0,0
2056545117444387316,18/05/2026,22:18,Não dou 2 semanas pra deixarem a novela mais “alegre” pra conseguir engrenar no ibope #QuemAmaCuida,Não dou 2 semanas pra deixarem a novela mais “alegre” pra conseguir engrenar no ibope,NEU,0.2562,0.2135,0.5303,1,0
2056545110737687043,18/05/2026,22:18,"O cinismo da Pilar é inacreditável . Como Isabel Teixeira é gigante , chega a arrepiar. #QuemAmaCuida  https://t.co/rtJU51sPhv","O cinismo da Pilar é inacreditável . Como Isabel Teixeira é gigante , chega a arrepiar.",POS,0.9565,0.0167,0.0268,9,2
2056545107675853113,18/05/2026,22:18,"Os funcionários curiando a discussão da Pilar e do Arthur

#QuemAmaCuida",Os funcionários curiando a discussão da Pilar e do Arthur,NEU,0.0645,0.0828,0.8527,0,0
2056545084846317836,18/05/2026,22:18,"@tvglobo que dor, que tristeza #QuemAmaCuida","que dor, que tristeza",NEG,0.0056,0.9892,0.0052,0,0
2056545084821111092,18/05/2026,22:18,Seria um ref de it?! #Quemamacuida,Seria um ref de it?!,NEU,0.1245,0.0353,0.8403,0,0
2056545082665275864,18/05/2026,22:18,Pico de 30 ponto quando o filho sumido do Artur aparecer pra ajudar a provar a inocência da Adriana #QuemAmaCuida,Pico de 30 ponto quando o filho sumido do Artur aparecer pra ajudar a provar a inocência da Adriana,NEG,0.0648,0.5059,0.4293,6,1
2056545081822249059,18/05/2026,22:18,Que Look pavoroso esse da Pilar 🤣🤣🤣  #QuemAmaCuida,Que Look pavoroso esse da Pilar 🤣🤣🤣,NEG,0.0821,0.8653,0.0526,1,0
2056545079741886914,18/05/2026,22:18,sei de algo sobre essas assinaturas mas nao tenho como prova #QuemAmaCuida https://t.co/EWCsisqEMn,sei de algo sobre essas assinaturas mas nao tenho como prova,NEU,0.0119,0.0789,0.9092,2,0
2056545067553243550,18/05/2026,22:18,ate eu to com medo da pilar #QuemAmaCuida https://t.co/uRtJK9O7sP,ate eu to com medo da pilar,NEG,0.0094,0.9449,0.0457,5,1
2056545048381043052,18/05/2026,22:18,"Pilar amada pelo Arthur, só que não. #QuemAmaCuida https://t.co/d4QZefDxIt","Pilar amada pelo Arthur, só que não.",NEU,0.0998,0.3824,0.5178,4,1
2056545047059816536,18/05/2026,22:18,amora almodóvar adora uma cor vermelha ne #QuemAmaCuida,amora almodóvar adora uma cor vermelha ne,NEU,0.1036,0.0412,0.8551,1,0
2056545046363611448,18/05/2026,22:18,"Pilar recebendo só lapada seca 

#QuemAmaCuida #TVGlobo https://t.co/e17dFEaT0n",Pilar recebendo só lapada seca,NEG,0.0178,0.9238,0.0584,46,12
2056545043377262749,18/05/2026,22:18,"a isabel teixeira tem potencial pra fazer uma vilãzona, tomara que não nos iludam #QuemAmaCuida","a isabel teixeira tem potencial pra fazer uma vilãzona, tomara que não nos iludam",NEU,0.0849,0.2151,0.7,4,0
2056545042622255606,18/05/2026,22:18,inclusive amo esse video com a diva falando sobre elas por elas 😭🫶🏻 #QuemAmaCuida https://t.co/5ioCtdTkUJ,inclusive amo esse video com a diva falando sobre elas por elas 😭🫶🏻,POS,0.9793,0.007,0.0137,3,0
2056545032799146434,18/05/2026,22:18,Pilar vai ser uma vilã bem desequilibrada #QuemAmaCuida,Pilar vai ser uma vilã bem desequilibrada,NEU,0.0189,0.2673,0.7137,1,0
2056545029812855062,18/05/2026,22:18,Old que ela é a assassina #QuemAmaCuida,Old que ela é a assassina,NEU,0.0405,0.3013,0.6581,2,0
2056545024481919287,18/05/2026,22:18,"Antônio Fagundesssss, você é extraordinário demais #lendaaaaa 😍 #QuemAmaCuida https://t.co/PfQhsWBe3N","Antônio Fagundesssss, você é extraordinário demais 😍",POS,0.9928,0.0019,0.0053,2,1
2056545024146333854,18/05/2026,22:18,Déborah Evelyn brilhante como sempre! #QuemAmaCuida https://t.co/jAB7lEexTh,Déborah Evelyn brilhante como sempre!,POS,0.9917,0.0023,0.006,12,6
2056545021243838646,18/05/2026,22:18,eu sei q to velha pq se o elenco de jovem adulto n for nepobaby ou explorado desde a infancia eu n sei qm é #quemamacuida https://t.co/02XDdphJOz,eu sei q to velha pq se o elenco de jovem adulto n for nepobaby ou explorado desde a infancia eu n sei qm é,NEU,0.0627,0.2809,0.6563,2,0
2056545021185126642,18/05/2026,22:18,Rosi Campos amo #QuemAmaCuida,Rosi Campos amo,POS,0.9927,0.0016,0.0058,0,0
2056545021155758291,18/05/2026,22:18,arthur me fez acreditar na meritocracia por 2 segundos #QuemAmaCuida,arthur me fez acreditar na meritocracia por 2 segundos,POS,0.821,0.0137,0.1653,1,1
2056545020337955155,18/05/2026,22:18,"Que espetáculo de cena, essa do temporal. 
Já começou arrasando. 👏🏻
#QuemAmaCuida","Que espetáculo de cena, essa do temporal. Já começou arrasando. 👏🏻",POS,0.9908,0.0026,0.0066,0,0
2056545007650160907,18/05/2026,22:18,LEVA CHAY SUEDE E TRAZ DE VOLTA O JESUITA #QuemAmaCuida,LEVA CHAY SUEDE E TRAZ DE VOLTA O JESUITA,NEG,0.0236,0.8997,0.0768,5,2
2056545003028017560,18/05/2026,22:18,"O Pedro tem um jeitinho fofinho, engraçadinho que me lembrou o Tomás de RBR 😭😭❤️❤️ #QuemAmaCuida","O Pedro tem um jeitinho fofinho, engraçadinho que me lembrou o Tomás de RBR 😭😭❤️❤️",POS,0.4144,0.3339,0.2516,1,0
2056545002835034608,18/05/2026,22:18,"eu tô chocada que ela vai perder o marido tentando ajudar as outras pessoas 😭 tô mal 

#QuemAmaCuida https://t.co/kJD77P6ZyS",eu tô chocada que ela vai perder o marido tentando ajudar as outras pessoas 😭 tô mal,NEG,0.0041,0.9902,0.0057,7,4
2056545001589383337,18/05/2026,22:18,"Zero sutileza nos diálogos né 

#QuemAmaCuida",Zero sutileza nos diálogos né,NEG,0.0041,0.9826,0.0133,1,0
2056544997902606718,18/05/2026,22:18,"Como sofre!
#QuemAmaCuida",Como sofre!,NEG,0.2745,0.5246,0.2009,0,0
2056544997223133431,18/05/2026,22:18,"Ctz que o Carlos encomendou esse bolo na Bolos da Paz 
#QuemAmaCuida https://t.co/E9WRooCucL",Ctz que o Carlos encomendou esse bolo na Bolos da Paz,NEU,0.0233,0.0462,0.9305,0,0
2056544993708306490,18/05/2026,22:18,antonio e isabel entregando TUDO #QuemAmaCuida,antonio e isabel entregando TUDO,POS,0.9781,0.0059,0.016,1,0
2056544991577546912,18/05/2026,22:18,"Eles não tinham esse direito de matar o personagem do Jesuíta Barbosa logo no primeiro capítulo... estou desolado!

#QuemAmaCuida
https://t.co/MOuHnMA1FG",Eles não tinham esse direito de matar o personagem do Jesuíta Barbosa logo no primeiro capítulo... estou desolado!,NEG,0.0042,0.9887,0.0071,35,11
2056544986129178973,18/05/2026,22:18,"A delicia de ter Marisa Monte em uma abertura com essa musica leve e primorosa junto com Seu Jorge. Serão meses de prazer e de relaxar o coração todos os dias a noite. #QuemAmaCuida tem uma abertura simples, sem inovações mas bonita, ao contrário das últimas novelas inéditas as 9","A delicia de ter Marisa Monte em uma abertura com essa musica leve e primorosa junto com Seu Jorge. Serão meses de prazer e de relaxar o coração todos os dias a noite. tem uma abertura simples, sem inovações mas bonita, ao contrário das últimas novelas inéditas as 9",POS,0.9859,0.0035,0.0106,2,0
2056544985369956402,18/05/2026,22:18,URGENTE! #QuemAmaCuida com 19 pontos em São Paulo. ☠️☠️☠️☠️,URGENTE! com 19 pontos em São Paulo. ☠️☠️☠️☠️,NEU,0.0357,0.0304,0.9339,125,9
2056544984870826259,18/05/2026,22:18,Amando Isabel Teixeira. Ela está ótima. #QuemAmaCuida,Amando Isabel Teixeira. Ela está ótima.,POS,0.9935,0.0019,0.0047,0,0
2056544984237568356,18/05/2026,22:18,Eu não aceitoooooo alguém salva o Carlos #QuemAmaCuida,Eu não aceitoooooo alguém salva o Carlos,NEG,0.0112,0.9765,0.0123,1,0
2056544982559752492,18/05/2026,22:18,"Eu adoro tanto ver o Fagundes em cena, vcs não imaginam o quanto. #QuemAmaCuida

 https://t.co/BL5ljgUZ91","Eu adoro tanto ver o Fagundes em cena, vcs não imaginam o quanto.",POS,0.9508,0.0102,0.039,1,0
2056544974141792731,18/05/2026,22:18,Kkkkkkkkk os empregados ouvindo tudo  #QuemAmaCuida,Kkkkkkkkk os empregados ouvindo tudo,POS,0.5621,0.0835,0.3544,0,0
2056544974112510191,18/05/2026,22:18,"ele acabando com ela KKKKKKKKK

#QuemAmaCuida

https://t.co/ki1CjGhA1O",ele acabando com ela KKKKKKKKK,NEU,0.3779,0.1574,0.4647,16,1
2056544960434835555,18/05/2026,22:18,A Pilar vem pra ser uma das maiores vilãs da teledramaturgia brasileira #QuemAmaCuida,A Pilar vem pra ser uma das maiores vilãs da teledramaturgia brasileira,POS,0.622,0.0252,0.3528,2,1
2056544956257325457,18/05/2026,22:18,mds eu gosto muito do rosto do jesuíta não quero ver ele morrendo #QuemAmaCuida,mds eu gosto muito do rosto do jesuíta não quero ver ele morrendo,POS,0.7527,0.1498,0.0974,2,0
2056544956190257603,18/05/2026,22:18,"Que fotografia linda, dessa novela!

E quantos craques nesse elenco: 

Tony Ramos,Antônio Fagundes, Flávia Alessandra, Isabel Teixeira, Letícia Collin, Flávia Alessandra, Dan Stulbach, Mariana Ximenes, Deborah Evelyn, Rosi Campos, Ágatha Moreira, João Vitor Silva... #QuemAmaCuida","Que fotografia linda, dessa novela! E quantos craques nesse elenco: Tony Ramos,Antônio Fagundes, Flávia Alessandra, Isabel Teixeira, Letícia Collin, Flávia Alessandra, Dan Stulbach, Mariana Ximenes, Deborah Evelyn, Rosi Campos, Ágatha Moreira, João Vitor Silva...",POS,0.9723,0.0037,0.024,5,0
2056544955045142558,18/05/2026,22:18,"@acervocolin @falsabrilhante É com pesar que informamos 🕊️
https://t.co/9rBoekmdgR
#QuemAmaCuida",É com pesar que informamos 🕊️,NEG,0.0338,0.6265,0.3398,3,0
2056544941975666803,18/05/2026,22:18,"Nossa mais nunca que voltaria a enchente que acabei de sair pra salvar desconhecido sou de uma ruindade do caralho 

#quemamacuida",Nossa mais nunca que voltaria a enchente que acabei de sair pra salvar desconhecido sou de uma ruindade do caralho,NEG,0.0074,0.973,0.0195,2,0
2056544936955150732,18/05/2026,22:18,"""AIN, nós somos uma família!""

Parente interesseiro é F#DA! Só é família quando tem dinheiro envolvido!
#QuemAmaCuida","""AIN, nós somos uma família!"" Parente interesseiro é F Só é família quando tem dinheiro envolvido!",NEG,0.0155,0.8547,0.1298,2,0
2056544922954616893,18/05/2026,22:18,mds o carlos vai morrer salvando gente  #QuemAmaCuida https://t.co/39E9RO3dZl,mds o carlos vai morrer salvando gente,POS,0.4257,0.2543,0.32,2,0
2056544921268437205,18/05/2026,22:18,Walcyr Carrasco colocando o Chay Suede sem camisa já no primeiro capítulo pra subir mais a audiência #QuemAmaCuida https://t.co/u9mPx2RWRj,Walcyr Carrasco colocando o Chay Suede sem camisa já no primeiro capítulo pra subir mais a audiência,POS,0.5976,0.0483,0.3541,29,7
2056544920463147061,18/05/2026,22:18,gente água de enchente não é limpa assim kkkk é bem podre aliás #quemamacuida,gente água de enchente não é limpa assim kkkk é bem podre aliás,NEG,0.007,0.9692,0.0239,1,0
2056544915677405374,18/05/2026,22:18,Ele chora e eu choro junto #QuemAmaCuida,Ele chora e eu choro junto,NEG,0.1746,0.6821,0.1433,2,0
2056544914528235996,18/05/2026,22:18,E essa doida entrando na cabeça do irmão ?? #QuemAmaCuida,E essa doida entrando na cabeça do irmão ??,NEG,0.0172,0.7246,0.2582,0,0
2056544909650260369,18/05/2026,22:18,a mesma carinha 🥹 #QuemAmaCuida https://t.co/KaB7KHNPXR,a mesma carinha 🥹,NEU,0.268,0.1065,0.6255,41,14
2056544909054652654,18/05/2026,22:18,a isabel teixeira sempre arrasa né  #QuemAmaCuida https://t.co/Og49vkpsAV,a isabel teixeira sempre arrasa né,POS,0.9881,0.0023,0.0096,4,1
2056544907163029642,18/05/2026,22:18,"Vencemos muito gente, uma novela sem influenciador e cantor #QuemAmaCuida https://t.co/y4eQxG1ipJ","Vencemos muito gente, uma novela sem influenciador e cantor",POS,0.5809,0.0557,0.3634,1,1
2056544904726073760,18/05/2026,22:18,Isabel Teixeira GIGANTE!!!!!!! #QuemAmaCuida,Isabel Teixeira GIGANTE!!!!!!!,POS,0.9895,0.0021,0.0083,0,0
2056544902410903752,18/05/2026,22:18,Pilar ASQUEROSAAAAAA #QuemAmaCuida,Pilar ASQUEROSAAAAAA,NEG,0.0032,0.9929,0.0038,1,0
2056544898812137879,18/05/2026,22:18,Pilar tentando fazer as pazes jogando os piores absurdos no meio da conversa #QuemAmaCuida,Pilar tentando fazer as pazes jogando os piores absurdos no meio da conversa,NEG,0.0066,0.975,0.0184,0,0
2056544897964933137,18/05/2026,22:18,"ja odeio a personagem da isabel teixeira, que atriz #QuemAmaCuida","ja odeio a personagem da isabel teixeira, que atriz",NEG,0.0221,0.9579,0.02,2,2
2056544892445147240,18/05/2026,22:18,Irmãos brigando por causa de dinheiro. É isso! #quemamacuida,Irmãos brigando por causa de dinheiro. É isso!,NEG,0.0161,0.8528,0.1311,0,1
2056544890419368083,18/05/2026,22:18,"ISABELA GARCIA! 💛
#quemamacuida
#mamacu",ISABELA GARCIA! 💛,POS,0.5365,0.0168,0.4467,3,0
2056544880713687103,18/05/2026,22:18,"a pobi da adriana é agora que vai ficar viúva 

#QuemAmaCuida https://t.co/CzDFcXfy6I",a pobi da adriana é agora que vai ficar viúva,NEU,0.0198,0.1333,0.8469,1,0
2056544879673573669,18/05/2026,22:18,"Tony Ramos, gigante #QuemAmaCuida","Tony Ramos, gigante",POS,0.984,0.0032,0.0127,1,0
2056544878352322826,18/05/2026,22:18,O olhar do Jesuíta de quem sabe que vai e não volta #QuemAmaCuida,O olhar do Jesuíta de quem sabe que vai e não volta,NEU,0.0922,0.0726,0.8352,8,0
2056544877890986297,18/05/2026,22:18,Confira a abertura de #QuemAmaCuida https://t.co/XISRtjlsBe,Confira a abertura de,NEU,0.0561,0.0141,0.9299,0,0
2056544876544524795,18/05/2026,22:18,"Eu amei que colocaram a prin na abertura 
Protagonista 
#QuemAmaCuida",Eu amei que colocaram a prin na abertura Protagonista,POS,0.9917,0.0022,0.0061,1,0
2056544875407937646,18/05/2026,22:18,"Resumo de Quem Ama Cuida (19/05): capítulo de terça-feira 👉 https://t.co/R24ZZfVqca

#QuemAmaCuida #TVGlobo #PortalAltaDefinição",Resumo de Quem Ama Cuida (19/05): capítulo de terça-feira 👉,NEU,0.0342,0.0261,0.9397,0,0
2056544873348489407,18/05/2026,22:18,"O elenco de peso dessa novela 
#QuemAmaCuida",O elenco de peso dessa novela,POS,0.9605,0.0077,0.0318,0,1
2056544871771471957,18/05/2026,22:18,"Carlos é um homem bom, né?? Já vai morrer no segundo capítulo nessa enchente. Uma pena, coitado! #QuemAmaCuida","Carlos é um homem bom, né?? Já vai morrer no segundo capítulo nessa enchente. Uma pena, coitado!",NEG,0.0082,0.9813,0.0105,0,0
2056544868399296869,18/05/2026,22:18,"O Arthur: não sirva nem água kkkkk
#QuemAmaCuida",O Arthur: não sirva nem água kkkkk,NEU,0.0708,0.3863,0.5429,0,0
2056544867543646477,18/05/2026,22:17,que desperdício botar o jesuíta numa novela pra matar no primeiro capítulo #quemamacuida,que desperdício botar o jesuíta numa novela pra matar no primeiro capítulo,NEG,0.0089,0.9748,0.0163,2,0
2056544867463893080,18/05/2026,22:17,"Agatha aparecendo no primeiro intervalo comercial de #QuemAmaCuida, ela marcando presença no primeiro capítulo de qualquer forma, linda demais. 💙 https://t.co/IcdBuIOMPw","Agatha aparecendo no primeiro intervalo comercial de ela marcando presença no primeiro capítulo de qualquer forma, linda demais. 💙",POS,0.9884,0.0023,0.0093,87,19
2056544865786204224,18/05/2026,22:17,Já ia perguntar como é que o Jesuita ia de base #QuemAmaCuida,Já ia perguntar como é que o Jesuita ia de base,NEU,0.0231,0.0349,0.942,1,0
2056544865018675342,18/05/2026,22:17,"Meu white people problems de hoje é:
Eu to com um certo ciúme da profissão estar sendo escancarada kkkkkkkk e a musica de abertura da novela ainda é uma que eu amo e eu ouvia direto na época que adoeci e agora todo mundo vai conhecer. E boatos que ainda terá OutroEu #QuemAmaCuida",Meu white people problems de hoje é: Eu to com um certo ciúme da profissão estar sendo escancarada kkkkkkkk e a musica de abertura da novela ainda é uma que eu amo e eu ouvia direto na época que adoeci e agora todo mundo vai conhecer. E boatos que ainda terá OutroEu,NEG,0.1107,0.7349,0.1544,0,0
